dataset,train_loss,train_acc,val_loss,val_acc,time_elapsed_sec,total_time_elapsed_sec,model_index,arch_hidden_layers,arch_activation_fn,arch_dropout_rate,arch_optimizer_type,arch_learning_rate,arch_batch_size,arch_random_seed
Vehicle,0.30365396506256526,0.8629629629629629,0.5235289282658521,0.8014705882352942,0.9482035636901855,26.373587131500244,22,"[79, 410]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.adam.Adam'>,0.0016529726504542525,128,13
Vehicle,1.3935204461768822,0.21666666666666667,1.3812999234480017,0.33088235294117646,1.4608914852142334,27.83547592163086,23,"[290, 333, 64, 508]",<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.sgd.SGD'>,0.005635776419970634,32,777
Vehicle,0.44859137755853157,0.7574074074074074,0.5806692803607267,0.7279411764705882,8.169678688049316,36.007158517837524,24,"[443, 343, 310, 257]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0039571128748828715,32,1337
Vehicle,0.25849294662475586,0.8833333333333333,0.7178797721862793,0.8161764705882353,0.7113504409790039,36.72101879119873,25,"[125, 395]",<class 'torch.nn.modules.activation.ReLU'>,0.5,<class 'torch.optim.adam.Adam'>,0.004015743525161812,1024,777
Vehicle,1.3905254637753521,0.26481481481481484,1.3825031939674826,0.33088235294117646,0.5229837894439697,37.2450065612793,26,"[417, 419, 424, 290]",<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.sgd.SGD'>,0.006010247199120116,128,2024
Vehicle,0.040779703841717155,0.9851851851851852,0.9981022932950188,0.8235294117647058,1.845085620880127,39.09409236907959,27,"[157, 180, 57]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.0035426872527532243,128,777
Vehicle,1.3674837606924553,0.387037037037037,1.3709262679604923,0.47058823529411764,1.50730299949646,40.60240030288696,28,"[49, 145, 150]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.0022536129976503984,64,13
Vehicle,0.15283933281898499,0.9481481481481482,0.6704704165458679,0.8235294117647058,0.7727646827697754,41.37616491317749,29,"[35, 290]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.00864270081893367,1024,42
Vehicle,0.24361712667677138,0.8907407407407407,1.7079435709644766,0.8088235294117647,2.158076763153076,43.535242795944214,30,"[14, 88, 487, 370, 223, 48, 279]",<class 'torch.nn.modules.activation.ReLU'>,0.0,<class 'torch.optim.adam.Adam'>,0.009038071813416395,64,777
Vehicle,1.3720287340658683,0.25925925925925924,1.3580623023650225,0.38235294117647056,1.7909061908721924,45.32988214492798,31,"[18, 20]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.5,<class 'torch.optim.sgd.SGD'>,0.0036963977001498007,64,42
Vehicle,0.05135003849864006,0.987037037037037,0.9987706542015076,0.8235294117647058,1.0339510440826416,46.36383318901062,32,"[505, 376, 504, 204, 58, 204]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.005962177131325108,1024,13
Vehicle,0.4723499955954375,0.7388888888888889,0.4805429227211896,0.7794117647058824,9.180667877197266,55.547218561172485,33,"[13, 156, 313, 437]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.008966239878341921,32,1337
Vehicle,0.2311031613085005,0.9,0.584347095559625,0.8161764705882353,1.46476149559021,57.014992237091064,34,"[87, 108, 397, 166, 279]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.009329307769930135,128,777
Vehicle,1.248817631933424,0.5444444444444444,1.2858551740646362,0.4632352941176471,1.0457847118377686,58.06243968009949,35,"[117, 404]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0029849778315608542,512,13
Vehicle,0.6501561169271116,0.6907407407407408,0.7104200720787048,0.75,0.5984451770782471,58.66188883781433,36,"[434, 429, 500, 165, 391]",<class 'torch.nn.modules.activation.ReLU'>,0.5,<class 'torch.optim.adam.Adam'>,0.004758384620035387,512,42
Vehicle,0.29649248366002684,0.8518518518518519,0.4362233579158783,0.8161764705882353,1.8789048194885254,60.5443012714386,37,"[253, 351, 506, 329]",<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.0018920982465803456,256,2024
Vehicle,0.005057449677217476,0.9981481481481481,1.0622782707214355,0.8308823529411765,1.7223825454711914,62.268683671951294,38,"[174, 133]",<class 'torch.nn.modules.activation.ReLU'>,0.0,<class 'torch.optim.adam.Adam'>,0.009877101091224864,64,42
Vehicle,1.385145828458998,0.2611111111111111,1.3940386772155762,0.21323529411764705,0.39139461517333984,62.66107988357544,39,"[400, 299, 142, 268, 156, 115, 339]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.004863235989085456,512,1337
Vehicle,0.5409749746322632,0.7518518518518519,0.7895225882530212,0.7279411764705882,0.571038007736206,63.23481202125549,40,"[302, 473, 481, 85, 106, 413]",<class 'torch.nn.modules.activation.ReLU'>,0.5,<class 'torch.optim.adam.Adam'>,0.0011451355984637512,1024,13
Vehicle,0.4047349826053337,0.7314814814814815,0.5150413267752704,0.75,3.396123170852661,66.63393497467041,41,"[440, 407, 190, 423, 287]",<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.006532617459667794,64,13
Volkert,0.8644930597312249,0.6949461385926362,0.9310281800942661,0.6759914255091104,352.7134108543396,352.7134108543396,1,"[222, 419, 393]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.0039083059685569126,256,777
Volkert,0.7596179429878727,0.7328367007878236,0.9398672114103426,0.6809217577706324,43.25661516189575,395.9725830554962,2,"[147, 132, 483, 201, 236]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.005840167136253452,512,2024
Volkert,0.7518306985386468,0.7407149364917734,0.9631846189754442,0.6737406216505895,109.98995327949524,505.9640381336212,3,"[163, 244, 52, 100]",<class 'torch.nn.modules.activation.Sigmoid'>,0.2,<class 'torch.optim.adam.Adam'>,0.005559785865653624,128,777
Volkert,1.425990198987289,0.5312717723350662,1.3719680513216368,0.5590568060021436,299.9389052391052,805.9049429893494,4,"[369, 494, 494, 404, 481]",<class 'torch.nn.modules.activation.Sigmoid'>,0.2,<class 'torch.optim.adam.Adam'>,0.007011429553493089,32,777
Volkert,0.6177244411703666,0.7946031405755936,1.1219863223620676,0.6662379421221865,47.11497449874878,853.0259363651276,5,"[386, 413, 496, 438, 252, 221]",<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.0012617682320677707,1024,777
Volkert,0.6174549085929454,0.7797041642103006,0.9649575672604519,0.6817792068595927,177.53737783432007,1030.5673139095306,6,"[304, 191, 57, 288]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.009561079069023926,64,42
Volkert,0.7053401505738198,0.7520767458063133,1.0151624980591245,0.6695605573419078,50.478554248809814,1081.0478706359863,7,"[237, 39, 180, 240]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.007771135923468807,1024,2024
Volkert,0.8203911819196832,0.7082909051932044,0.932985687664723,0.6740621650589497,397.8515872955322,1478.9014546871185,8,"[112, 210]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.009580178382582478,512,2024
