hidden_layers,activation_fn,dropout_rate,optimizer_type,learning_rate,batch_size,random_seed,train_loss,train_acc,val_loss,val_acc,dataset_id,epoch,epoch_time
"[334, 357, 30, 428, 455]",<class 'torch.nn.modules.activation.Sigmoid'>,0.1,<class 'torch.optim.adam.Adam'>,0.004681442098738145,64,13,1.0175416421464512,0.58484375,0.6342356429781233,0.7625892857142857,40996,0,524.4293186664581
"[116, 102]",<class 'torch.nn.modules.activation.Sigmoid'>,0.2,<class 'torch.optim.adam.Adam'>,0.006541185029025902,128,13,0.6192719112975257,0.7835491071428572,0.4357303088051932,0.8455357142857143,40996,0,524.4293186664581
"[425, 265]",<class 'torch.nn.modules.activation.Sigmoid'>,0.5,<class 'torch.optim.adam.Adam'>,0.009101606472185827,128,2024,0.6516566106251308,0.7593526785714285,0.4479908776283264,0.8330357142857143,40996,0,524.4293186664581
"[314, 174, 506, 29, 61, 168, 379]",<class 'torch.nn.modules.activation.Sigmoid'>,0.1,<class 'torch.optim.adam.Adam'>,0.001819990483659279,64,2024,1.5487870630196163,0.30111607142857144,1.0848032573291233,0.5379464285714286,40996,0,524.4293186664581
"[492, 289]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.006203303338365515,128,777,1.553557037796293,0.5888392857142857,0.9725967407226562,0.7126785714285714,40996,0,524.4293186664581
"[452, 472, 317]",<class 'torch.nn.modules.activation.ReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.0023003205349812093,128,13,2.2524835225514,0.3279910714285714,2.1936131586347307,0.5411607142857143,40996,0,524.4293186664581
"[211, 179, 24, 306, 477]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.008555489624620664,1024,42,2.303184082848685,0.09919642857142857,2.3021740518297467,0.10410714285714286,40996,0,524.4293186664581
"[448, 148, 75, 477, 33]",<class 'torch.nn.modules.activation.ReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.008592753012979886,32,777,2.1340534789221626,0.20991071428571428,1.4452995719228472,0.41267857142857145,40996,0,524.4293186664581
"[283, 89, 234]",<class 'torch.nn.modules.activation.ReLU'>,0.5,<class 'torch.optim.sgd.SGD'>,0.007495032186784796,256,13,2.2834883144923617,0.14466517857142858,2.233418389729091,0.3516964285714286,40996,0,524.4293186664581
"[413, 192, 418, 278, 340]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.007978010918104942,128,2024,2.2986662605830603,0.1096875,2.293166686466762,0.136875,40996,0,524.4293186664581
"[211, 94, 14]",<class 'torch.nn.modules.activation.Sigmoid'>,0.0,<class 'torch.optim.adam.Adam'>,0.004206879926063761,512,2024,1.6247771944318499,0.5409151785714286,1.077286388533456,0.7865178571428572,40996,0,524.4293186664581
"[143, 111, 204, 355, 168, 390]",<class 'torch.nn.modules.activation.Sigmoid'>,0.1,<class 'torch.optim.sgd.SGD'>,0.004586454563898787,512,13,2.3123296710423062,0.10033482142857143,2.3026996312822616,0.09241071428571429,40996,0,524.4293186664581
"[145, 214, 93]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.004618751346506387,32,1337,1.508650167116097,0.5156473214285714,0.8001506605318615,0.7213392857142857,40996,0,524.4293186664581
"[470, 177, 444]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.5,<class 'torch.optim.sgd.SGD'>,0.008138154752564648,512,1337,2.28056273324149,0.12984375,2.2389566121782574,0.18839285714285714,40996,0,524.4293186664581
"[117, 237]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.001701645729837338,32,777,1.6053335788420269,0.5306696428571429,0.9930094524792262,0.6963392857142857,40996,0,524.4293186664581
"[74, 500, 125, 37, 258]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.005670957255474274,32,777,2.279461874280657,0.1831919642857143,2.128239075115749,0.27625,40996,0,524.4293186664581
"[320, 63, 29, 329, 304]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.sgd.SGD'>,0.0067923014176522615,128,777,2.299947657585144,0.100625,2.2944017682756694,0.09973214285714285,40996,0,524.4293186664581
"[47, 360, 137, 136, 220, 411]",<class 'torch.nn.modules.activation.ReLU'>,0.1,<class 'torch.optim.adam.Adam'>,0.006483946437866427,512,13,0.8806101741109575,0.6447767857142858,0.528764385666166,0.7958035714285714,40996,0,524.4293186664581
"[306, 278, 134]",<class 'torch.nn.modules.activation.ReLU'>,0.0,<class 'torch.optim.adam.Adam'>,0.003403502478457528,512,2024,0.5651209444659097,0.7942410714285715,0.3970643617425646,0.855625,40996,0,524.4293186664581
"[13, 408, 388, 131]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.0,<class 'torch.optim.sgd.SGD'>,0.007791160774070711,128,13,2.2367406112807138,0.15654017857142857,2.0015669114249093,0.27,40996,0,524.4293186664581
"[497, 278, 458]",<class 'torch.nn.modules.activation.LeakyReLU'>,0.2,<class 'torch.optim.sgd.SGD'>,0.0063666480307604766,32,1337,1.224436636801277,0.6119866071428571,0.6242995680230005,0.7595535714285714,40996,0,524.4293186664581
