index,dataset_id,train_loss,train_acc,val_loss,val_acc,training_time_sec,hidden_layers,activation_fn,dropout_rate,learning_rate,batch_size,optimizer_type
0,Vehicle,0.133639841609531,0.9518518518518518,0.8552607718636008,0.8088235294117647,2.6741926670074463,"[71, 185, 254, 277]",type,0.0,0.0061964227182987,32,Adam
1,Vehicle,0.229940136163323,0.9111111111111111,0.8712528663523057,0.8088235294117647,5.994194507598877,"[328, 492, 428, 411, 222, 33]",type,0.2,0.0030712045455189,32,Adam
2,Vehicle,0.31177425152725646,0.8925925925925926,0.8005798529176151,0.8235294117647058,2.4664437770843506,"[352, 120, 382, 381, 511, 60]",type,0.2,0.0023497695289609,64,Adam
3,Vehicle,0.12282093785427235,0.9648148148148148,1.2576797464314629,0.7941176470588235,1.9823784828186035,"[18, 236, 141, 499, 14]",type,0.0,0.0087048756651251,128,Adam
4,Vehicle,0.2738903922063333,0.8814814814814815,0.4583436601302203,0.8161764705882353,0.8310332298278809,"[336, 474, 58, 370]",type,0.1,0.0042737300328259,128,Adam
5,Vehicle,0.24046079257020245,0.9185185185185185,0.8167552316890043,0.8088235294117647,1.8554165363311768,"[164, 185, 489]",type,0.0,0.0021679934420132,32,Adam
6,Vehicle,0.1989088112557376,0.9314814814814815,0.747602534644744,0.8382352941176471,1.3908743858337402,"[183, 175, 405]",type,0.0,0.0071672484734045,64,Adam
7,Vehicle,0.1612371669323356,0.9296296296296296,0.5094119209577056,0.8161764705882353,1.3336632251739502,"[71, 180, 480, 228, 17]",type,0.1,0.0066722921907409,128,Adam
8,Vehicle,0.22700727228765136,0.924074074074074,1.107611894607544,0.8088235294117647,0.9167704582214355,"[456, 147, 152]",type,0.2,0.0044117081986186,256,Adam
9,Vehicle,0.2688174938714063,0.8685185185185185,0.42352550871231975,0.8014705882352942,1.7379615306854248,"[446, 51]",type,0.5,0.0067494811417377,64,Adam
10,Vehicle,0.3233732846048143,0.8481481481481481,0.6258869171142578,0.7867647058823529,1.2382001876831055,"[472, 38]",type,0.5,0.0069388889474933,256,Adam
11,Vehicle,0.14784908167741917,0.9314814814814815,0.7170727305552539,0.8308823529411765,1.645047903060913,"[115, 125, 417, 211]",type,0.1,0.0047299157903756,64,Adam
12,Vehicle,0.06244055419056504,0.9814814814814815,0.8798561622114742,0.8161764705882353,1.8248231410980225,"[170, 447]",type,0.2,0.0034239494279736,64,Adam
13,Vehicle,0.3005482323743679,0.8759259259259259,0.41374169377719655,0.8235294117647058,1.5755846500396729,"[51, 300, 69]",type,0.0,0.0075062670778911,32,Adam
14,Vehicle,0.28522284936021874,0.8722222222222222,0.7391955431769875,0.8014705882352942,0.6483757495880127,"[239, 252]",type,0.2,0.0074385712883166,128,Adam
15,Vehicle,0.8683763375988713,0.6092592592592593,0.6859763369840735,0.7205882352941176,2.030679225921631,"[38, 96, 333, 256, 376]",type,0.5,0.0067292520705601,32,Adam
16,Vehicle,0.11395711611818385,0.9592592592592593,1.070840316660264,0.8161764705882353,2.1076197624206543,"[263, 289, 413]",type,0.1,0.0099083587327676,64,Adam
17,Vehicle,0.19009530146916706,0.9296296296296296,0.7075112497105318,0.8235294117647058,3.966933488845825,"[373, 95, 339, 287, 49, 464]",type,0.2,0.0044545368469524,64,Adam
18,Vehicle,0.46213356521394516,0.8148148148148148,3.2477718626751617,0.7647058823529411,5.452656507492065,"[481, 146, 151]",type,0.5,0.0073541243170663,32,Adam
19,Vehicle,0.33882233941996537,0.8574074074074074,0.4389220265781178,0.8014705882352942,0.7226555347442627,"[434, 363]",type,0.5,0.0028930205200357,128,Adam
20,Vehicle,0.3220207558737861,0.8722222222222222,0.47393569350242615,0.8088235294117647,1.1180555820465088,"[455, 338, 307]",type,0.5,0.0036178030548064,256,Adam
21,Vehicle,0.2268742624256346,0.8907407407407407,0.6162462830543518,0.8161764705882353,0.5091726779937744,"[306, 139]",type,0.0,0.0091566583717036,256,Adam
22,Vehicle,0.24511180188920761,0.8814814814814815,0.7696991142104653,0.8088235294117647,1.1111469268798828,"[511, 394, 416]",type,0.5,0.0039323930712914,128,Adam
23,Vehicle,0.8563073891180533,0.6296296296296297,0.7025928988176233,0.7279411764705882,2.7997326850891113,"[219, 399, 509, 282, 106]",type,0.2,0.0097334425265564,32,Adam
24,Vehicle,0.11851458759219557,0.9629629629629629,0.49880723436089125,0.8455882352941176,7.901430368423462,"[240, 114, 294, 367, 380]",type,0.0,0.0065936569161367,32,Adam
25,Vehicle,0.15892095863819122,0.9351851851851852,0.7584775686264038,0.8088235294117647,0.35898470878601074,"[397, 312]",type,0.0,0.0074195649005053,1024,Adam
26,Vehicle,0.18259321362883957,0.9166666666666666,0.5552659946329453,0.8088235294117647,1.8924031257629395,"[255, 77]",type,0.2,0.0042879474980921,32,Adam
27,Vehicle,0.6484002391497294,0.687037037037037,0.5221469051697675,0.7426470588235294,1.947373390197754,"[181, 297, 40, 247, 116]",type,0.2,0.0094965279331263,32,Adam
28,Vehicle,0.5650033039075357,0.7129629629629629,0.4448662610615001,0.75,1.2776992321014404,"[314, 235, 60, 69, 146]",type,0.5,0.0074523039529242,128,Adam
0,Volkert,0.25140412672104334,0.9098558336459618,1.2340087041721979,0.6912111468381564,39.37246012687683,"[424, 410]",type,0.1,0.0013305545803125,256,Adam
1,Volkert,0.48316276613232584,0.8229808671418618,1.050747457552314,0.6785637727759914,57.93291687965393,"[312, 441]",type,0.0,0.0016380492093721,64,Adam
2,Volkert,0.3247051853092609,0.8776461761080444,1.3806684844619082,0.6884244372990354,70.17477059364319,"[291, 322, 487, 433]",type,0.0,0.0012957579410386,64,Adam
3,Volkert,0.6229012040880065,0.7719063186665952,0.9999893899771434,0.6714898177920686,25.4239821434021,"[346, 298]",type,0.0,0.0041877448695691,256,Adam
4,Volkert,0.6490432045819949,0.7639476928024009,0.9403756561514394,0.684887459807074,27.01853346824646,"[488, 351]",type,0.1,0.00311211264563,256,Adam
5,Volkert,0.6154822215810838,0.7738624792325419,1.002212154750272,0.6752411575562701,26.678181409835815,"[253, 153, 149]",type,0.0,0.005322905332827,512,Adam
6,Volkert,0.4474250284672499,0.8361916501420226,1.0829915558026917,0.6855305466237942,44.6776225566864,"[432, 304, 462, 192, 140]",type,0.0,0.0015534112443304,128,Adam
7,Volkert,0.6503084185735621,0.7639476928024009,0.9711876970139858,0.6740621650589497,26.379517793655396,"[332, 392, 41]",type,0.0,0.0045870248010068,256,Adam
